show_if_rule_id,scenario_id,scenario_name,inspection_type,template_section,template_subsection,primary_score_item_id,secondary_score_item_ids,show_if_keys,show_if_condition_json,applicable_when,not_applicable_when,confirmation_questions,source_inspection_candidate,source_basis,runtime_status,final_state,runtime_integration,approval_status,approval_source,approved_baseline_version
SHOWIF::SCN_CHEMICAL_TANK_LDAR_SEEPAGE::FIRST,SCN_CHEMICAL_TANK_LDAR_SEEPAGE,液态化学品储罐、LDAR与防渗风险,FIRST,KNOWLEDGE_RISK_UNIT,液态化学品储罐、LDAR与防渗风险,S04,S10;S13;S02;S06,profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.active;profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",涂料制造重点管理、有大型油墨/溶剂储存、液态化学品罐区、挥发性有机液体装卸,无液态化学品储存；仅小包装桶且无固定管线/阀门组件时LDAR不宜默认YES,是否有固定储罐或液态化学品罐区？；储存物料是否为挥发性有机液体？；是否开展LDAR？；围堰/防渗/事故收集是否完善？,SCN_CHEMICAL_TANK_LDAR_SEEPAGE:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_CHEMICAL_TANK_LDAR_SEEPAGE::MONTHLY,SCN_CHEMICAL_TANK_LDAR_SEEPAGE,液态化学品储罐、LDAR与防渗风险,MONTHLY,KNOWLEDGE_RISK_UNIT,液态化学品储罐、LDAR与防渗风险,S04,S10;S13;S02;S06,profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.active;profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_CHEMICAL_TANK_LDAR_SEEPAGE.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",涂料制造重点管理、有大型油墨/溶剂储存、液态化学品罐区、挥发性有机液体装卸,无液态化学品储存；仅小包装桶且无固定管线/阀门组件时LDAR不宜默认YES,是否有固定储罐或液态化学品罐区？；储存物料是否为挥发性有机液体？；是否开展LDAR？；围堰/防渗/事故收集是否完善？,SCN_CHEMICAL_TANK_LDAR_SEEPAGE:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_GAS_STATION_VAPOR_UST::FIRST,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,FIRST,KNOWLEDGE_EXHAUST_SOIL_GROUNDWATER,加油站油气回收、地下储罐与土壤地下水风险,S06,S04;S10;S02,profile.scenarios.SCN_GAS_STATION_VAPOR_UST.active;profile.scenarios.SCN_GAS_STATION_VAPOR_UST.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",行业代码5265；经营汽油/柴油；存在地下储罐或油气回收系统,非成品油零售；仅充电站/便利店；无地下储罐或不经营汽柴油,是否经营汽油/柴油？；油气回收系统是否正常运行？；地下储罐是否双层罐或有防渗检测？；是否有洗车业务？,SCN_GAS_STATION_VAPOR_UST:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_GAS_STATION_VAPOR_UST::MONTHLY,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,MONTHLY,KNOWLEDGE_EXHAUST_SOIL_GROUNDWATER,加油站油气回收、地下储罐与土壤地下水风险,S06,S04;S10;S02,profile.scenarios.SCN_GAS_STATION_VAPOR_UST.active;profile.scenarios.SCN_GAS_STATION_VAPOR_UST.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_GAS_STATION_VAPOR_UST.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",行业代码5265；经营汽油/柴油；存在地下储罐或油气回收系统,非成品油零售；仅充电站/便利店；无地下储罐或不经营汽柴油,是否经营汽油/柴油？；油气回收系统是否正常运行？；地下储罐是否双层罐或有防渗检测？；是否有洗车业务？,SCN_GAS_STATION_VAPOR_UST:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_DUST_PARTICULATE_CONTROL::FIRST,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,FIRST,KNOWLEDGE_EXHAUST_PARTICULATE,粉尘颗粒物产生与除尘设施,S10,S06;S04;S03,profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.active;profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",水泥制造、水泥粉磨、石灰石膏制造等粉尘颗粒物场景；熟料、粉磨、破碎、筛分、散装粉料装卸,无粉碎、粉磨、破碎、筛分、散装粉料装卸；纯湿法且无颗粒物排放工序,是否有熟料生产/粉磨/破碎/筛分？；是否仅粉磨？；除尘设施类型是什么？；是否安装在线监测？,SCN_DUST_PARTICULATE_CONTROL:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_DUST_PARTICULATE_CONTROL::MONTHLY,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,MONTHLY,KNOWLEDGE_EXHAUST_PARTICULATE,粉尘颗粒物产生与除尘设施,S10,S06;S04;S03,profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.active;profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_DUST_PARTICULATE_CONTROL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",水泥制造、水泥粉磨、石灰石膏制造等粉尘颗粒物场景；熟料、粉磨、破碎、筛分、散装粉料装卸,无粉碎、粉磨、破碎、筛分、散装粉料装卸；纯湿法且无颗粒物排放工序,是否有熟料生产/粉磨/破碎/筛分？；是否仅粉磨？；除尘设施类型是什么？；是否安装在线监测？,SCN_DUST_PARTICULATE_CONTROL:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_ONLINE_MONITORING_KEY_UNIT::FIRST,SCN_ONLINE_MONITORING_KEY_UNIT,重点管理/重点排污单位在线监测,FIRST,KNOWLEDGE_COMPLIANCE_MONITORING,重点管理/重点排污单位在线监测,S03,S02;S10,profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.active;profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",重点管理、重点排污单位、地方要求安装在线监测；重点废水或废气主要排口,登记管理、小规模且未纳入重点排污单位名录；无主要排口或无地方安装要求,是否为重点排污单位？；哪些排口安装在线监测？；是否联网生态环境部门？；在线设备是否运维有效？,SCN_ONLINE_MONITORING_KEY_UNIT:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_ONLINE_MONITORING_KEY_UNIT::MONTHLY,SCN_ONLINE_MONITORING_KEY_UNIT,重点管理/重点排污单位在线监测,MONTHLY,KNOWLEDGE_COMPLIANCE_MONITORING,重点管理/重点排污单位在线监测,S03,S02;S10,profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.active;profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_ONLINE_MONITORING_KEY_UNIT.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",重点管理、重点排污单位、地方要求安装在线监测；重点废水或废气主要排口,登记管理、小规模且未纳入重点排污单位名录；无主要排口或无地方安装要求,是否为重点排污单位？；哪些排口安装在线监测？；是否联网生态环境部门？；在线设备是否运维有效？,SCN_ONLINE_MONITORING_KEY_UNIT:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RAINWATER_ACCIDENT_EMERGENCY::FIRST,SCN_RAINWATER_ACCIDENT_EMERGENCY,雨污分流、事故水与环境应急,FIRST,KNOWLEDGE_ENVIRONMENTAL_RISK,雨污分流、事故水与环境应急,S13,S10;S06;S04;S02,profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.active;profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",有化学品、危废、污水站、储罐、地下罐、装卸区或事故水收集要求；大多数行业该项应保留UNKNOWN由现场确认,无涉水/涉危/涉油/涉化风险单元；厂区雨污分流清晰且无事故水收集要求,厂区是否雨污分流？；风险单元是否有围堰和防渗？；是否有事故水收集设施？；应急物资是否按风险配置？,SCN_RAINWATER_ACCIDENT_EMERGENCY:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RAINWATER_ACCIDENT_EMERGENCY::MONTHLY,SCN_RAINWATER_ACCIDENT_EMERGENCY,雨污分流、事故水与环境应急,MONTHLY,KNOWLEDGE_ENVIRONMENTAL_RISK,雨污分流、事故水与环境应急,S13,S10;S06;S04;S02,profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.active;profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RAINWATER_ACCIDENT_EMERGENCY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",有化学品、危废、污水站、储罐、地下罐、装卸区或事故水收集要求；大多数行业该项应保留UNKNOWN由现场确认,无涉水/涉危/涉油/涉化风险单元；厂区雨污分流清晰且无事故水收集要求,厂区是否雨污分流？；风险单元是否有围堰和防渗？；是否有事故水收集设施？；应急物资是否按风险配置？,SCN_RAINWATER_ACCIDENT_EMERGENCY:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_TRAINING_SIGNAGE_REVIEW_GAP::FIRST,SCN_TRAINING_SIGNAGE_REVIEW_GAP,环保培训、标识公示与历史问题闭环补强,FIRST,KNOWLEDGE_GOVERNANCE,环保培训、标识公示与历史问题闭环补强,S08,S09;S11;S13,profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.active;profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",现有24标签没有承载S08/S09/S11的完整语义；作为知识图谱二级维度补强而非默认行业产污场景,不得作为行业默认污染场景判断企业适用性；仅在排查模板或报告维度增强时启用,是否开展环保培训并留存签到/照片/试卷？；关键环保标识、标牌、制度是否上墙？；历史问题是否闭环并有防复发措施？,SCN_TRAINING_SIGNAGE_REVIEW_GAP:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_TRAINING_SIGNAGE_REVIEW_GAP::MONTHLY,SCN_TRAINING_SIGNAGE_REVIEW_GAP,环保培训、标识公示与历史问题闭环补强,MONTHLY,KNOWLEDGE_GOVERNANCE,环保培训、标识公示与历史问题闭环补强,S08,S09;S11;S13,profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.active;profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_TRAINING_SIGNAGE_REVIEW_GAP.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",现有24标签没有承载S08/S09/S11的完整语义；作为知识图谱二级维度补强而非默认行业产污场景,不得作为行业默认污染场景判断企业适用性；仅在排查模板或报告维度增强时启用,是否开展环保培训并留存签到/照片/试卷？；关键环保标识、标牌、制度是否上墙？；历史问题是否闭环并有防复发措施？,SCN_TRAINING_SIGNAGE_REVIEW_GAP:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NOISE_SOURCE_BOUNDARY_CONTROL::FIRST,SCN_NOISE_SOURCE_BOUNDARY_CONTROL,工业企业噪声源与厂界噪声控制,FIRST,KNOWLEDGE_NOISE,工业企业噪声源与厂界噪声控制,S10,S04;S02;S06,profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active;profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在生产加工设备、动力设备、风机泵类、破碎粉磨、切割冲压、冷却塔或其他明显噪声源；环评、排污许可、工业噪声技术规范或监测报告中出现厂界噪声、噪声源、隔声、减振、消声等要求,仅办公、贸易、仓储且无固定噪声源或夜间生产活动；现场确认无生产设备、无动力设备、无厂界噪声管理要求,主要噪声源设备有哪些，是否与环评/许可一致？；是否有隔声、减振、消声、距离衰减或厂房封闭措施？；厂界噪声监测点位、昼夜生产时段和监测结果是否完整？；是否存在夜间生产、投诉、周边敏感点或超标整改记录？,SCN_NOISE_SOURCE_BOUNDARY_CONTROL:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NOISE_SOURCE_BOUNDARY_CONTROL::MONTHLY,SCN_NOISE_SOURCE_BOUNDARY_CONTROL,工业企业噪声源与厂界噪声控制,MONTHLY,KNOWLEDGE_NOISE,工业企业噪声源与厂界噪声控制,S10,S04;S02;S06,profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active;profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在生产加工设备、动力设备、风机泵类、破碎粉磨、切割冲压、冷却塔或其他明显噪声源；环评、排污许可、工业噪声技术规范或监测报告中出现厂界噪声、噪声源、隔声、减振、消声等要求,仅办公、贸易、仓储且无固定噪声源或夜间生产活动；现场确认无生产设备、无动力设备、无厂界噪声管理要求,主要噪声源设备有哪些，是否与环评/许可一致？；是否有隔声、减振、消声、距离衰减或厂房封闭措施？；厂界噪声监测点位、昼夜生产时段和监测结果是否完整？；是否存在夜间生产、投诉、周边敏感点或超标整改记录？,SCN_NOISE_SOURCE_BOUNDARY_CONTROL:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
