item_id,priority,industry,scenario,chapter,dimension,title,content,threshold_text,source_basis,photo_points,evidence_chain,answer_policy,source_process_id,trigger_keywords,not_applicable_when,eto_review_decision,eto_review_note,approval_status,approval_source,runtime_status,final_state,runtime_integration,approved_baseline_version,source_candidate_boundary,source_final_state,source_runtime_integration,knowledge_base_target_repository,source_hash
FIRST_S07_SPEC_MEDWASTE_48H_TRANSFER,P1,医疗机构,医疗废物暂存,S07,solid_waste_medical_waste,医疗废物48小时内转运核查,核查医疗废物收集、暂存和转运记录，重点确认暂存时间、交接登记和转运去向是否闭环。 ETO批复口径：边远地区、集中收运频次受限或具备合规低温冷藏暂存设施的特殊情况，直接进入 NEED_CONFIRM，由 ETO 判定合法性。,医疗废物原则上不超过48小时转运；特殊低温或集中处置规范另行核实,《医疗废物管理条例》；HJ 421-2008《医疗废物专用包装袋、容器和警示标志标准》；医疗废物集中处置技术规范（试行）,医废交接登记；暂存间库存；转运车辆或接收单；最近一次转运时间,医废交接登记；转运联单；处置合同；暂存间库存照片,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",,,,通过,边远地区、集中收运频次受限或具备合规低温冷藏暂存设施的特殊情况，直接进入 NEED_CONFIRM，由 ETO 判定合法性。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from specialized P1 candidate review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:eae88f4c37691b8443edf16d605f187c78687cfb0740dd902867a2c45e3af032
FIRST_S07_SPEC_MEDWASTE_SHARPS_CONTAINER,P1,医疗机构,医疗废物分类收集,S07,solid_waste_medical_waste,损伤性医疗废物利器盒管理,核查针头、刀片、玻片等损伤性医疗废物是否进入利器盒，利器盒是否防刺穿、密闭并及时封口转运。 ETO批复口径：明确判定口径：未满但超48小时未封口、或满3/4未封口判 FAIL；无警示标志判 FAIL；摆放不规范判需整改。,损伤性医疗废物不得散放或混入普通包装袋,《医疗废物管理条例》；HJ 421-2008《医疗废物专用包装袋、容器和警示标志标准》；医疗废物集中处置技术规范（试行）,治疗室利器盒；封口状态；暂存间利器盒；科室交接记录,科室收集记录；利器盒照片；医废交接登记,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",,,,修改后通过,明确判定口径：未满但超48小时未封口、或满3/4未封口判 FAIL；无警示标志判 FAIL；摆放不规范判需整改。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from specialized P1 candidate review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:eae88f4c37691b8443edf16d605f187c78687cfb0740dd902867a2c45e3af032
FIRST_S06_SPEC_HOSPITAL_RESIDUAL_CHLORINE_3_10,P1,医院,医疗废水消毒,S06,wastewater_treatment_medical_disinfection,医疗废水消毒接触池出口总余氯,核查医院采用含氯消毒剂消毒时，消毒接触池出口总余氯是否处于工艺控制范围，并留存检测记录。 ETO批复口径：必须增加系统提示：“当排污许可、环评批复或地方标准严于 3-10 mg/L 时，按从严标准执行”并作为第一依据。,3–10 mg/L,GB 18466-2005《医疗机构水污染物排放标准》,消毒接触池；加药装置；余氯检测仪或试纸；最近检测记录,余氯检测记录；污水站运行台账；加药记录；排口或接触池照片,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",,,,修改后通过,必须增加系统提示：“当排污许可、环评批复或地方标准严于 3-10 mg/L 时，按从严标准执行”并作为第一依据。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from specialized P1 candidate review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:1defa7b10ae1ccd7448ef9a8c031e1cccd7005f954f56389dd0154d552c40bc5
FIRST_S06_SPEC_HOSPITAL_CONTACT_TIME_1H,P1,医院,医疗废水消毒,S06,wastewater_treatment_medical_disinfection,医疗废水消毒接触时间,核查含氯消毒工艺的接触池设计、液位和运行记录，确认接触时间满足医疗机构水污染物排放标准的工艺控制要求。 ETO批复口径：现场无法直接计算接触时间时，默认进入 NEED_CONFIRM，要求上传污水站设计图纸或环评文件供 ETO 核算。,接触时间 ≥1 h,GB 18466-2005《医疗机构水污染物排放标准》,接触池全景；水位标尺；工艺流程图；运行台账,污水站工艺图；运行台账；设计资料；现场照片,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",,,,通过,现场无法直接计算接触时间时，默认进入 NEED_CONFIRM，要求上传污水站设计图纸或环评文件供 ETO 核算。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from specialized P1 candidate review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:1defa7b10ae1ccd7448ef9a8c031e1cccd7005f954f56389dd0154d552c40bc5
FIRST_S06_SPEC_HOSPITAL_DISINFECTION_DOSING_RECORD,P1,医院,医疗废水消毒,S06,wastewater_treatment_medical_disinfection,医疗废水消毒加药和检测记录闭环,核查消毒剂投加、余氯检测、污水站运行和异常处置记录是否闭环，避免仅有设备但无运行证据。 ETO批复口径：记录缺一天、不连续或加药量明显不匹配时，先判为 NEED_CONFIRM，由 ETO 判定是普通台账疏漏还是涉嫌停运设施的重大违法。,加药记录、余氯检测和运行台账日期应连续可追溯,GB 18466-2005《医疗机构水污染物排放标准》,消毒剂桶或储罐；加药泵；运行台账；异常处置记录,加药记录；余氯检测记录；污水站运行台账；异常处置记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",,,,修改后通过,记录缺一天、不连续或加药量明显不匹配时，先判为 NEED_CONFIRM，由 ETO 判定是普通台账疏漏还是涉嫌停运设施的重大违法。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from specialized P1 candidate review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:1defa7b10ae1ccd7448ef9a8c031e1cccd7005f954f56389dd0154d552c40bc5
FIRST_S10_SPEC_PROCESS_SPRAYING_COATING,P1,工序/行业专项,喷涂/涂装/涂布,S10,vocs_emission,喷涂/涂装/涂布专项核查,核查企业是否存在【喷涂/涂装/涂布】相关工序、设施或风险单元。触发关键词：喷涂;喷漆;涂装;涂布;烘干;调漆;喷粉。不适用条件：无喷涂;不设喷漆;外协喷涂;仅外购成品涂装件。现场应核对：环评工艺流程；废气章节；原辅料MSDS；废气治理设施；危废台账。 ETO批复口径：若企业主张外协喷涂（NA），必须要求补拍外协处置合同及外协单位的环保手续作为 NA 的核心证据。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：喷涂/涂装/涂布；ETO审核批复,喷涂/调漆工位；烘干室；集气罩；治理设施；废过滤棉/废活性炭暂存点,环评工艺流程；废气章节；原辅料MSDS；废气治理设施；危废台账,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",spraying_coating,喷涂;喷漆;涂装;涂布;烘干;调漆;喷粉,无喷涂;不设喷漆;外协喷涂;仅外购成品涂装件,修改后通过,若企业主张外协喷涂（NA），必须要求补拍外协处置合同及外协单位的环保手续作为 NA 的核心证据。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:f51322ab5b3a69c6b9ebfa351fa4041fe7d2d5afbc2266c6ac11a8f65827cc77
FIRST_S06_SPEC_PROCESS_ELECTROPLATING_ACID_PICKLING,P1,工序/行业专项,电镀/酸洗/磷化/表面处理,S06,wastewater_discharge_route,电镀/酸洗/磷化/表面处理专项核查,核查企业是否存在【电镀/酸洗/磷化/表面处理】相关工序、设施或风险单元。触发关键词：电镀;酸洗;磷化;氧化;钝化;表面处理;槽液。不适用条件：无电镀;不设酸洗;表面处理外协;无槽体。现场应核对：环评表面处理章节；槽体设备清单；废水处理工艺；危化品台账；危废代码。 ETO批复口径：酸洗、磷化、钝化等轻量表面处理涉重金属及酸雾排放，环保风险相似，统一纳入本专项包合理。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：电镀/酸洗/磷化/表面处理；ETO审核批复,电镀/酸洗槽；药剂库；废水收集沟；污水站；危废暂存间,环评表面处理章节；槽体设备清单；废水处理工艺；危化品台账；危废代码,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",electroplating_acid_pickling,电镀;酸洗;磷化;氧化;钝化;表面处理;槽液,无电镀;不设酸洗;表面处理外协;无槽体,通过,酸洗、磷化、钝化等轻量表面处理涉重金属及酸雾排放，环保风险相似，统一纳入本专项包合理。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:bfd9146b29436f1ec963a5e75382ee465ec4ab65c8ddd9ff101f9fec5b20abe7
FIRST_S06_SPEC_PROCESS_FERMENTATION_DISTILLATION,P1,工序/行业专项,发酵/蒸馏/酒类酿造,S06,wastewater_generation,发酵/蒸馏/酒类酿造专项核查,核查企业是否存在【发酵/蒸馏/酒类酿造】相关工序、设施或风险单元。触发关键词：发酵;糖化;蒸馏;酿造;酒糟;发酵罐。不适用条件：仅勾兑;仅分装;无发酵;外购基酒。现场应核对：环评生产工艺；发酵/蒸馏设备清单；废水章节；固废/酒糟去向；产能证明。 ETO批复口径：酒糟作为一般固废或副产品外售综合利用时，现场最低证据需包含外售合同或资源化利用接收证明。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：发酵/蒸馏/酒类酿造；ETO审核批复,发酵罐；蒸馏设备；清洗点；污水站；酒糟/一般固废暂存点,环评生产工艺；发酵/蒸馏设备清单；废水章节；固废/酒糟去向；产能证明,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",fermentation_distillation,发酵;糖化;蒸馏;酿造;酒糟;发酵罐,仅勾兑;仅分装;无发酵;外购基酒,修改后通过,酒糟作为一般固废或副产品外售综合利用时，现场最低证据需包含外售合同或资源化利用接收证明。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:6412f82b3f0c4e8512184f8a52ad14964203f09c06d8a7985e5ea5611e3e6620
FIRST_S10_SPEC_PROCESS_PRINTING_GLUING,P1,工序/行业专项,印刷/粘合/覆膜,S10,vocs_emission,印刷/粘合/覆膜专项核查,核查企业是否存在【印刷/粘合/覆膜】相关工序、设施或风险单元。触发关键词：印刷;油墨;胶黏剂;粘合;覆膜;上光;洗版。不适用条件：无印刷;不使用油墨;外协印刷;仅裁切。现场应核对：环评印刷工艺；油墨/MSDS；废气治理；洗版/清洗废水说明；危废台账。 ETO批复口径：水性油墨或低 VOCs 原辅料仍需触发检查。虽然可能豁免末端废气治理设施，但仍需核实无组织管控要求及废包装桶危废台账。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：印刷/粘合/覆膜；ETO审核批复,印刷机；油墨/胶黏剂标签；集气罩；废气治理设施；洗版/清洗点,环评印刷工艺；油墨/MSDS；废气治理；洗版/清洗废水说明；危废台账,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",printing_gluing,印刷;油墨;胶黏剂;粘合;覆膜;上光;洗版,无印刷;不使用油墨;外协印刷;仅裁切,修改后通过,水性油墨或低 VOCs 原辅料仍需触发检查。虽然可能豁免末端废气治理设施，但仍需核实无组织管控要求及废包装桶危废台账。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:f0fa8bb000612f960c51486ed5e55039404ec8e9267de681815fcb1c1706616e
FIRST_S10_SPEC_PROCESS_BOILER_COMBUSTION,P1,工序/行业专项,锅炉/燃烧供热,S10,boiler_combustion,锅炉/燃烧供热专项核查,核查企业是否存在【锅炉/燃烧供热】相关工序、设施或风险单元。触发关键词：锅炉;蒸汽;燃气锅炉;燃煤锅炉;生物质锅炉;额定蒸发量。不适用条件：无锅炉;电加热;外供蒸汽;仅办公热水。现场应核对：锅炉登记证；铭牌；燃料类型；额定蒸发量；废气排口；监测报告。 ETO批复口径：小型蒸汽发生器按同口径触发，但证据要求中可豁免特种设备锅炉登记证，将检查重点放在燃料类型及废气排口核查。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：锅炉/燃烧供热；ETO审核批复,锅炉铭牌；燃料供应点；排气筒；废气治理设施；运行记录,锅炉登记证；铭牌；燃料类型；额定蒸发量；废气排口；监测报告,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",boiler_combustion,锅炉;蒸汽;燃气锅炉;燃煤锅炉;生物质锅炉;额定蒸发量,无锅炉;电加热;外供蒸汽;仅办公热水,修改后通过,小型蒸汽发生器按同口径触发，但证据要求中可豁免特种设备锅炉登记证，将检查重点放在燃料类型及废气排口核查。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:7bc48bcb1859c037e3a98add4c869705c28aff4a3d2ba9cf86f0bf170b21faa2
FIRST_S06_SPEC_PROCESS_WASTEWATER_TREATMENT_STATION,P1,工序/行业专项,污水处理站/废水预处理,S06,wastewater_station,污水处理站/废水预处理专项核查,核查企业是否存在【污水处理站/废水预处理】相关工序、设施或风险单元。触发关键词：污水处理站;废水处理;预处理;生化;沉淀;气浮;总排口。不适用条件：无生产废水;生活污水接管;不设污水站。现场应核对：污水站工艺流程；排水去向；运行台账；污泥去向；排口信息。 ETO批复口径：隔油池、沉淀池等简易预处理设施同样属于水污染防治设施，必须触发并核查清掏记录与排污去向。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：污水处理站/废水预处理；ETO审核批复,污水站全景；关键处理单元；总排口；在线监测设备；污泥暂存点,污水站工艺流程；排水去向；运行台账；污泥去向；排口信息,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",wastewater_treatment_station,污水处理站;废水处理;预处理;生化;沉淀;气浮;总排口,无生产废水;生活污水接管;不设污水站,通过,隔油池、沉淀池等简易预处理设施同样属于水污染防治设施，必须触发并核查清掏记录与排污去向。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:6451cfba1aa0d2e704db670148135d34e2614a9913c5596ae21db49cc3bb8b8d
FIRST_S06_SPEC_PROCESS_MEDICAL_WASTEWATER_WASTE_RADIATION,P1,工序/行业专项,医疗废水/医废/放射诊疗,S06,medical_waste,医疗废水/医废/放射诊疗专项核查,核查企业是否存在【医疗废水/医废/放射诊疗】相关工序、设施或风险单元。触发关键词：医疗废水;医废;检验科;病理科;放射诊疗;核医学;床位。不适用条件：无床位;无诊疗;无放射设备;仅咨询。现场应核对：医疗机构执业许可证；床位证明；医废合同；放射诊疗许可证；污水站台账。 ETO批复口径：门诊部、诊所和医院共用本触发包，但允许无床位、无放射设备的诊所在特定细分检查项上填报 NA 并附现场照片作证。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：医疗废水/医废/放射诊疗；ETO审核批复,医废暂存间；污水消毒设施；放射设备警示标识；医废交接记录；床位证明,医疗机构执业许可证；床位证明；医废合同；放射诊疗许可证；污水站台账,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",medical_wastewater_waste_radiation,医疗废水;医废;检验科;病理科;放射诊疗;核医学;床位,无床位;无诊疗;无放射设备;仅咨询,修改后通过,门诊部、诊所和医院共用本触发包，但允许无床位、无放射设备的诊所在特定细分检查项上填报 NA 并附现场照片作证。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:1ea4e4b53c93024d338e0a547382425bb55978f8374f4f4db80666f6f695dfbd
FIRST_S07_SPEC_PROCESS_LABORATORY_WASTE_LIQUID,P1,工序/行业专项,实验室废液/检测试剂,S07,hazardous_waste,实验室废液/检测试剂专项核查,核查企业是否存在【实验室废液/检测试剂】相关工序、设施或风险单元。触发关键词：实验室;化验室;检测试剂;废液;样品前处理;实验废物。不适用条件：无实验室;委外检测;不产生实验废液。现场应核对：实验室平面图；试剂清单；废液收集桶；危废台账；应急物资。 ETO批复口径：若仅开展简单物理质检无废液产生，必须要求拍摄物理质检操作台全景（证明无化学试剂和清洗水）作为 NA 证据。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：实验室废液/检测试剂；ETO审核批复,实验室操作台；试剂柜；废液桶标签；危废暂存间；应急吸附物资,实验室平面图；试剂清单；废液收集桶；危废台账；应急物资,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",laboratory_waste_liquid,实验室;化验室;检测试剂;废液;样品前处理;实验废物,无实验室;委外检测;不产生实验废液,修改后通过,若仅开展简单物理质检无废液产生，必须要求拍摄物理质检操作台全景（证明无化学试剂和清洗水）作为 NA 证据。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:02f735edf0cb224ba3c70c90c6fda97230633de631498bf7e1fd1ce00adac22b
FIRST_S06_SPEC_PROCESS_TAILINGS_STORAGE,P1,工序/行业专项,尾矿库/尾矿输送与回水,S06,rainwater_accident_risk,尾矿库/尾矿输送与回水专项核查,核查企业是否存在【尾矿库/尾矿输送与回水】相关工序、设施或风险单元。触发关键词：尾矿库;尾矿坝;尾矿输送;回水池;排洪;渗滤液。不适用条件：无尾矿库;尾矿外运;不设尾矿贮存。现场应核对：尾矿库环评章节；安全评价；库区平面图；回水/渗滤液处理；应急预案。 ETO批复口径：尾矿虽外运但只要厂区保留有临时尾矿堆场或转运库，依然存在渗滤液和扬尘风险，必须触发本专项包。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：尾矿库/尾矿输送与回水；ETO审核批复,尾矿坝；排洪系统；回水池；渗滤液收集点；在线/巡检记录,尾矿库环评章节；安全评价；库区平面图；回水/渗滤液处理；应急预案,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",tailings_storage,尾矿库;尾矿坝;尾矿输送;回水池;排洪;渗滤液,无尾矿库;尾矿外运;不设尾矿贮存,通过,尾矿虽外运但只要厂区保留有临时尾矿堆场或转运库，依然存在渗滤液和扬尘风险，必须触发本专项包。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:8966f3afb2381c7554b85febef0bca4432431926fc167aeab0cbb92abd0d8ad9
FIRST_S10_SPEC_PROCESS_WASTE_INCINERATION_LANDFILL,P1,工序/行业专项,垃圾焚烧/填埋,S10,dust_particulate,垃圾焚烧/填埋专项核查,核查企业是否存在【垃圾焚烧/填埋】相关工序、设施或风险单元。触发关键词：垃圾焚烧;填埋;渗滤液;烟气净化;飞灰;炉渣。不适用条件：无焚烧;无填埋;仅转运。现场应核对：环评处置工艺；烟气净化；渗滤液处理；飞灰危废去向；在线监测。 ETO批复口径：生活垃圾焚烧飞灰属明确危险废物（HW18），其暂存和转移必须强制并入危废五即一码及转移闭环体系进行核查。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：垃圾焚烧/填埋；ETO审核批复,焚烧炉/填埋作业区；烟气净化设施；渗滤液站；飞灰暂存；在线监测站房,环评处置工艺；烟气净化；渗滤液处理；飞灰危废去向；在线监测,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",waste_incineration_landfill,垃圾焚烧;填埋;渗滤液;烟气净化;飞灰;炉渣,无焚烧;无填埋;仅转运,修改后通过,生活垃圾焚烧飞灰属明确危险废物（HW18），其暂存和转移必须强制并入危废五即一码及转移闭环体系进行核查。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:27179812747a0f559933700dbca826e33ad24c9452101ac843212c0d2d346d2f
FIRST_S10_SPEC_PROCESS_INDUSTRIAL_NOISE_SOURCE,P1,工序/行业专项,工业噪声源/厂界噪声,S10,noise_source,工业噪声源/厂界噪声专项核查,核查企业是否存在【工业噪声源/厂界噪声】相关工序、设施或风险单元。触发关键词：噪声源;厂界噪声;空压机;风机;泵;破碎;粉磨;冲压;切割;冷却塔;隔声;减振;消声。不适用条件：无噪声源;仅办公;无生产设备;设备停用;无夜间生产。现场应核对：环评噪声章节；工业噪声许可要求；设备清单；厂界噪声监测报告；隔声减振维护记录。 ETO批复口径：高噪声设备停用但未拆除时，不能直接 NA，必须提供现场断电断水照片或企业正式停用封存证明记录方可认可。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：工业噪声源/厂界噪声；ETO审核批复,高噪声设备及铭牌；隔声减振措施；厂界监测点；周边敏感点方向；监测报告关键页,环评噪声章节；工业噪声许可要求；设备清单；厂界噪声监测报告；隔声减振维护记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",industrial_noise_source,噪声源;厂界噪声;空压机;风机;泵;破碎;粉磨;冲压;切割;冷却塔;隔声;减振;消声,无噪声源;仅办公;无生产设备;设备停用;无夜间生产,修改后通过,高噪声设备停用但未拆除时，不能直接 NA，必须提供现场断电断水照片或企业正式停用封存证明记录方可认可。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:6fc41cbd09b2d29a33120fb6c4d47dc949ec12e3565623cb9d9ce157826c1606
