industry_code,industry_name,division_code,division_name,group_code,group_name,permit_type,runtime_status,permit_backfill_status,permit_backfill_runtime_status,direct_entry_count,division_context_entry_count,condition_candidate_count,direct_entry_nos,division_context_entry_nos,permit_catalog_entry_refs_json,permit_backfill_confirmation_questions_json,scenario_template_ids_json,unknown_scenarios_json,notes
2613,无机盐制造,26,化学原料和化学制品制造业,261,基础化学原料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[45],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2614,有机化学原料制造,26,化学原料和化学制品制造业,261,基础化学原料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[45],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2619,其他基础化学原料制造,26,化学原料和化学制品制造业,261,基础化学原料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[45],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2621,氮肥制造,26,化学原料和化学制品制造业,262,肥料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[46],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2622,磷肥制造,26,化学原料和化学制品制造业,262,肥料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[46],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2623,钾肥制造,26,化学原料和化学制品制造业,262,肥料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[46],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2624,复混肥料制造,26,化学原料和化学制品制造业,262,肥料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[46],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2625,有机肥料及微生物肥料制造,26,化学原料和化学制品制造业,262,肥料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[46],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2629,其他肥料制造,26,化学原料和化学制品制造业,262,肥料制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[46],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2631,化学农药制造,26,化学原料和化学制品制造业,263,农药制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[47],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2632,生物化学农药及微生物农药制造,26,化学原料和化学制品制造业,263,农药制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[47],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
2641,涂料制造,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,NEED_CONFIRM,CANDIDATE_ONLY,DRAFT_CONDITION_BACKFILL_NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,1,8,24,[48],"[45, 46, 47, 48, 49, 50, 51, 52]","[{""catalog_entry_no"": 45, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 46, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 47, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 48, ""scope"": ""CODE_MATCH+DIVISION_CONTEXT""}, {""catalog_entry_no"": 49, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 50, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 51, ""scope"": ""DIVISION_CONTEXT""}, {""catalog_entry_no"": 52, ""scope"": ""DIVISION_CONTEXT""}]","[""企业实际经营、生产、服务或作业活动是否与营业执照行业一致？"", ""环评、批复、排污许可、登记回执、监测报告或现场事实中载明的主要污染物、设施和排口是什么？"", ""是否涉及锅炉、工业炉窑、污水处理、表面处理、喷涂、危废暂存、在线监测、事故水或其他通用工序？"", ""是否涉及化学反应、精馏、萃取、发酵、合成、储罐、装卸、LDAR或危险化学品仓储？"", ""是否产生高浓度有机废水、VOCs、恶臭、危险废物、废活性炭、废母液、废催化剂或污泥？"", ""是否属于回填的排污许可名录条目所列行业代码范围，且不存在贸易、研发、办公或单纯服务等不适用边界？"", ""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？"", ""若条件为“其他/除重点管理以外”，是否已先排除同条目的重点管理和简化管理条件？""]","[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_CHEMICAL_TANK_LDAR_SEEPAGE"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER"", ""SCN_ONLINE_MONITORING_KEY_UNIT"", ""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_DUST_PARTICULATE_CONTROL""]",Batch5候选：石化、化工、医药、化纤为高风险行业，只能做候选召回，许可类型和场景均需名录条件与现场确认。
