baseline_entry_id,promotion_candidate_id,typed_claim_id,source_id,domain,source_doc_title,source_standard_no_canonical,source_version,source_role,source_hash,source_page_count,source_ref,content_usability_flag,baseline_entry_status,approval_authority,approved_at,approval_basis,baseline_package_scope,downstream_target_repository,official_source_status,clause_numeric_adoption_status,confirmed_dataset_status,formal_calculation_status,blocked_actions,candidate_boundary,source_runtime_status,source_final_state,source_runtime_integration,runtime_status,final_state,runtime_integration,approval_status,approval_source,approved_baseline_version,knowledge_base_target_repository
PDB-V8_5-0038,PDP-V8_4-0038,PDTC-V8_1-0038,PDS-V8_0-0038,air,铅冶炼废气治理工程技术规范 HJ 2049-2015,HJ 2049-2015,2015,TREATMENT_TECHNICAL_SPEC_SOURCE,53328879abb93f5222d406cc3cb16079dc64f7579be613adfdb4a9144845664d,20,E:\knowledge-graph\水，气，声，渣+辐射（放射）\气\铅冶炼废气治理工程技术规范 HJ 2049-2015.pdf#sha256=53328879abb93f52#pages=20,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0039,PDP-V8_4-0039,PDTC-V8_1-0039,PDS-V8_0-0039,air,铜冶炼废气治理工程技术规范 HJ 2060-2018,HJ 2060-2018,2018,TREATMENT_TECHNICAL_SPEC_SOURCE,a1bc368fe94352ed10a3651241ae869b4a75a938eb510c4afea64289263eb7ac,23,E:\knowledge-graph\水，气，声，渣+辐射（放射）\气\铜冶炼废气治理工程技术规范 HJ 2060-2018.pdf#sha256=a1bc368fe94352ed#pages=23,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0040,PDP-V8_4-0040,PDTC-V8_1-0040,PDS-V8_0-0040,air,铝电解废气氟化物和粉尘治理工程技术规范 HJ 2033-2013,HJ 2033-2013,2013,TREATMENT_TECHNICAL_SPEC_SOURCE,90730ee1da8664283d518ce4cac0e3cbaa91a181b4491ca20a086e7f3ecd6ece,41,E:\knowledge-graph\水，气，声，渣+辐射（放射）\气\铝电解废气氟化物和粉尘治理工程技术规范 HJ 2033-2013.pdf#sha256=90730ee1da866428#pages=41,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0041,PDP-V8_4-0041,PDTC-V8_1-0041,PDS-V8_0-0041,air,防治城市扬尘污染技术规范,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,VERSION_PENDING_FROM_FRONTMATTER,TREATMENT_TECHNICAL_SPEC_SOURCE,0131b6f2d23d9b85caabc9be7d1f3e5a1c22d1ec95ae8994db447d46cbe119a7,19,E:\knowledge-graph\水，气，声，渣+辐射（放射）\气\防治城市扬尘污染技术规范.pdf#sha256=0131b6f2d23d9b85#pages=19,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0042,PDP-V8_4-0042,PDTC-V8_1-0042,PDS-V8_0-0042,air,陶瓷工业废气治理工程技术规范（HJ 1092－2020）,HJ 1092-2020,2020,TREATMENT_TECHNICAL_SPEC_SOURCE,968e1dab34cd993affbf73c04ccd8e76623a6dcd8b2738490740c7436a3d509e,17,E:\knowledge-graph\水，气，声，渣+辐射（放射）\气\陶瓷工业废气治理工程技术规范（HJ 1092－2020）.pdf#sha256=968e1dab34cd993a#pages=17,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0043,PDP-V8_4-0043,PDTC-V8_1-0043,PDS-V8_0-0043,water,2022年《国家先进污染防治技术目录（水污染防治领域）》,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,VERSION_PENDING_FROM_FRONTMATTER,POLLUTANT_DOMAIN_REFERENCE_SOURCE,8c7aebc2b3704da035da216f4e6b247ff877e26ca0b88125df761d9498369a8c,12,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\2022年《国家先进污染防治技术目录（水污染防治领域）》.pdf#sha256=8c7aebc2b3704da0#pages=12,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0044,PDP-V8_4-0044,PDTC-V8_1-0044,PDS-V8_0-0044,water,《发酵酒精和白酒工业水污染物排放标准》(GB 27631-2011)修改单,GB 27631-2011,2011,EMISSION_STANDARD_SOURCE,47aa54ea97d154522221697e6fd19311ebf4c7abfe8cbe252faa8eb13d52c577,3,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\《发酵酒精和白酒工业水污染物排放标准》(GB 27631-2011)修改单.pdf#sha256=47aa54ea97d15452#pages=3,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0045,PDP-V8_4-0045,PDTC-V8_1-0045,PDS-V8_0-0045,water,《磷肥工业水污染物排放标准》(GB 15580-2011)修改单,GB 15580-2011,2011,EMISSION_STANDARD_SOURCE,b6ca7062db67373db382d90b79314f4096722d3617b5fae6b4cc4cdeb821dc01,3,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\《磷肥工业水污染物排放标准》(GB 15580-2011)修改单.pdf#sha256=b6ca7062db67373d#pages=3,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0046,PDP-V8_4-0046,PDTC-V8_1-0046,PDS-V8_0-0046,water,《钢铁工业水污染物排放标准》(GB 13456-2012)修改单,GB 13456-2012,2012,EMISSION_STANDARD_SOURCE,cf367c6d0a046478c4da7c21973292eaeb785a6ec6a8c8afeccf5e9f53288d93,3,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\《钢铁工业水污染物排放标准》(GB 13456-2012)修改单.pdf#sha256=cf367c6d0a046478#pages=3,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0047,PDP-V8_4-0047,PDTC-V8_1-0047,PDS-V8_0-0047,water,中华人民共和国水污染防治法,STANDARD_NO_PENDING_FROM_TITLE_OR_FRONTMATTER,VERSION_PENDING_FROM_FRONTMATTER,SUPPORTING_REGULATION_SOURCE,c3fddf47a71e954eb61c43267119aa6cdc0e2a9c107ec33a8d6bfd36e792fcbe,32,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\中华人民共和国水污染防治法.pdf#sha256=c3fddf47a71e954e#pages=32,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0048,PDP-V8_4-0048,PDTC-V8_1-0048,PDS-V8_0-0048,water,中药类制药工业水污染物排放标准(GB 21906-2008),GB 21906-2008,2008,EMISSION_STANDARD_SOURCE,226c1a4c5cfa0f6f7d62ce99147df1e68a996424871f7cb03b0048332ff69d5a,13,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\中药类制药工业水污染物排放标准(GB 21906-2008).pdf#sha256=226c1a4c5cfa0f6f#pages=13,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0049,PDP-V8_4-0049,PDTC-V8_1-0049,PDS-V8_0-0049,water,人工湿地污水处理工程技术规范 HJ 2005-2010,HJ 2005-2010,2010,TREATMENT_TECHNICAL_SPEC_SOURCE,b441df38350c4f756500bba64bda07f61d3115a1fff8485becfe62def1b9d4f8,16,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\人工湿地污水处理工程技术规范 HJ 2005-2010.pdf#sha256=b441df38350c4f75#pages=16,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0050,PDP-V8_4-0050,PDTC-V8_1-0050,PDS-V8_0-0050,water,兵器工业水污染物排放标准火工药剂(GB 14470.2-2002),GB 14470.2-2002,2002,EMISSION_STANDARD_SOURCE,98216f5b49ee63cc022664bbe27514c13ec7eaa5775efdc437ce7a131983d9be,9,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\兵器工业水污染物排放标准火工药剂(GB 14470.2-2002).pdf#sha256=98216f5b49ee63cc#pages=9,OCR_REQUIRED_BEFORE_CLAUSE_OR_NUMERIC_ADOPTION,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,OCR_REQUIRED_BEFORE_CLAUSE_OR_NUMERIC_ADOPTION,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0051,PDP-V8_4-0051,PDTC-V8_1-0051,PDS-V8_0-0051,water,兵器工业水污染物排放标准火炸药(GB 14470.1-2002),GB 14470.1-2002,2002,EMISSION_STANDARD_SOURCE,d25f1812bd5bca010e93554e25153b5b3383d9c50b23a89190aa2e1431ad72ea,8,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\兵器工业水污染物排放标准火炸药(GB 14470.1-2002).pdf#sha256=d25f1812bd5bca01#pages=8,OCR_REQUIRED_BEFORE_CLAUSE_OR_NUMERIC_ADOPTION,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,OCR_REQUIRED_BEFORE_CLAUSE_OR_NUMERIC_ADOPTION,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
PDB-V8_5-0052,PDP-V8_4-0052,PDTC-V8_1-0052,PDS-V8_0-0052,water,内循环好氧生物流化床污水处理工程技术规范 HJ 2021-2012,HJ 2021-2012,2012,TREATMENT_TECHNICAL_SPEC_SOURCE,a20929cb41cd3ce8b6c77b9ccb2fd2844f61a429b5df387f69632083ec60254c,33,E:\knowledge-graph\水，气，声，渣+辐射（放射）\水\内循环好氧生物流化床污水处理工程技术规范 HJ 2021-2012.pdf#sha256=a20929cb41cd3ce8#pages=33,TITLE_LEVEL_AND_SOURCE_LOCK_READY,APPROVED_BASELINE_PACKAGE_ENTRY,CANDY_OWNER_L5_APPROVAL,2026-06-02_CANDY_L5_APPROVED,Candy owner approved the 209 non-P1-rejected rows as the V8.5 approved baseline package.,DOWNSTREAM_KNOWLEDGE_BASE_STAGING_ONLY,coco830/eco-semantic-knowledge-base,LOCAL_SOURCE_SNAPSHOT_LOCKED_NEEDS_OFFICIAL_URL_REVIEW,TITLE_LEVEL_APPROVED_CLAUSE_NUMERIC_EXTRACTION_NOT_GRANTED,NOT_CREATED,NOT_AUTHORIZED,write_review_field;create_confirmed_dataset;run_formal_calculation;auto_select_coefficient;mutate_coefficient_selector;formal_permit_right_quantity;formal_compliance_conclusion;auto_deduct_score;formal_permit_type;formal_inspection_template;radiation_all_industry_default,approved baseline package; not runtime; not ConfirmedDataset,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,APPROVED_BASELINE,APPROVED_POLLUTANT_DOMAIN_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,CANDY_OWNER_L5_APPROVAL_2026-06-02_SEMANTIC_PROFILE_LAB_V8_5,v8.5-pollutant-domain-approved-baseline,coco830/eco-semantic-knowledge-base
