activation_id,process_id,process_name,scenario_id,activation_condition,evidence_strength_required,source_document_types,site_verification_required,confirmation_questions,photo_points,confidence,runtime_status,final_state,runtime_integration
ACT11_wastewater_treatment_station__SCN_RAINWATER_ACCIDENT_EMERGENCY,wastewater_treatment_station,污水处理站/废水预处理,SCN_RAINWATER_ACCIDENT_EMERGENCY,环评/批复/排污许可/台账/现场证据直接确认存在：污水处理站/废水预处理,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,污水站工艺流程；排水去向；运行台账；污泥去向；排口信息,污水站全景；关键处理单元；总排口；在线监测设备；污泥暂存点,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_wastewater_treatment_station__SCN_HAZWASTE_STORAGE_TRANSFER,wastewater_treatment_station,污水处理站/废水预处理,SCN_HAZWASTE_STORAGE_TRANSFER,环评/批复/排污许可/台账/现场证据直接确认存在：污水处理站/废水预处理,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,污水站工艺流程；排水去向；运行台账；污泥去向；排口信息,污水站全景；关键处理单元；总排口；在线监测设备；污泥暂存点,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_medical_wastewater_waste_radiation__SCN_MEDICAL_WASTE_RADIATION,medical_wastewater_waste_radiation,医疗废水/医废/放射诊疗,SCN_MEDICAL_WASTE_RADIATION,环评/批复/排污许可/台账/现场证据直接确认存在：医疗废水/医废/放射诊疗,DIRECT,EIA;APPROVAL;PERMIT;LICENSE;SITE,true,医疗机构执业许可证；床位证明；医废合同；放射诊疗许可证；污水站台账,医废暂存间；污水消毒设施；放射设备警示标识；医废交接记录；床位证明,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_medical_wastewater_waste_radiation__SCN_WW_PROCESS_AND_TREATMENT,medical_wastewater_waste_radiation,医疗废水/医废/放射诊疗,SCN_WW_PROCESS_AND_TREATMENT,环评/批复/排污许可/台账/现场证据直接确认存在：医疗废水/医废/放射诊疗,DIRECT,EIA;APPROVAL;PERMIT;LICENSE;SITE,true,医疗机构执业许可证；床位证明；医废合同；放射诊疗许可证；污水站台账,医废暂存间；污水消毒设施；放射设备警示标识；医废交接记录；床位证明,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_medical_wastewater_waste_radiation__SCN_HAZWASTE_STORAGE_TRANSFER,medical_wastewater_waste_radiation,医疗废水/医废/放射诊疗,SCN_HAZWASTE_STORAGE_TRANSFER,环评/批复/排污许可/台账/现场证据直接确认存在：医疗废水/医废/放射诊疗,DIRECT,EIA;APPROVAL;PERMIT;LICENSE;SITE,true,医疗机构执业许可证；床位证明；医废合同；放射诊疗许可证；污水站台账,医废暂存间；污水消毒设施；放射设备警示标识；医废交接记录；床位证明,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_laboratory_waste_liquid__SCN_HAZWASTE_STORAGE_TRANSFER,laboratory_waste_liquid,实验室废液/检测试剂,SCN_HAZWASTE_STORAGE_TRANSFER,环评/批复/排污许可/台账/现场证据直接确认存在：实验室废液/检测试剂,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,实验室平面图；试剂清单；废液收集桶；危废台账；应急物资,实验室操作台；试剂柜；废液桶标签；危废暂存间；应急吸附物资,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_laboratory_waste_liquid__SCN_RAINWATER_ACCIDENT_EMERGENCY,laboratory_waste_liquid,实验室废液/检测试剂,SCN_RAINWATER_ACCIDENT_EMERGENCY,环评/批复/排污许可/台账/现场证据直接确认存在：实验室废液/检测试剂,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,实验室平面图；试剂清单；废液收集桶；危废台账；应急物资,实验室操作台；试剂柜；废液桶标签；危废暂存间；应急吸附物资,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_laboratory_waste_liquid__NEW_SCN_LAB_WASTE_CANDIDATE,laboratory_waste_liquid,实验室废液/检测试剂,NEW_SCN_LAB_WASTE_CANDIDATE,环评/批复/排污许可/台账/现场证据直接确认存在：实验室废液/检测试剂,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,实验室平面图；试剂清单；废液收集桶；危废台账；应急物资,实验室操作台；试剂柜；废液桶标签；危废暂存间；应急吸附物资,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_tailings_storage__SCN_RAINWATER_ACCIDENT_EMERGENCY,tailings_storage,尾矿库/尾矿输送与回水,SCN_RAINWATER_ACCIDENT_EMERGENCY,环评/批复/排污许可/台账/现场证据直接确认存在：尾矿库/尾矿输送与回水,DIRECT,EIA;APPROVAL;PERMIT;SAFETY_ASSESSMENT;SITE,true,尾矿库环评章节；安全评价；库区平面图；回水/渗滤液处理；应急预案,尾矿坝；排洪系统；回水池；渗滤液收集点；在线/巡检记录,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_tailings_storage__SCN_WW_PROCESS_AND_TREATMENT,tailings_storage,尾矿库/尾矿输送与回水,SCN_WW_PROCESS_AND_TREATMENT,环评/批复/排污许可/台账/现场证据直接确认存在：尾矿库/尾矿输送与回水,DIRECT,EIA;APPROVAL;PERMIT;SAFETY_ASSESSMENT;SITE,true,尾矿库环评章节；安全评价；库区平面图；回水/渗滤液处理；应急预案,尾矿坝；排洪系统；回水池；渗滤液收集点；在线/巡检记录,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_tailings_storage__NEW_SCN_TAILINGS_CANDIDATE,tailings_storage,尾矿库/尾矿输送与回水,NEW_SCN_TAILINGS_CANDIDATE,环评/批复/排污许可/台账/现场证据直接确认存在：尾矿库/尾矿输送与回水,DIRECT,EIA;APPROVAL;PERMIT;SAFETY_ASSESSMENT;SITE,true,尾矿库环评章节；安全评价；库区平面图；回水/渗滤液处理；应急预案,尾矿坝；排洪系统；回水池；渗滤液收集点；在线/巡检记录,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_waste_incineration_landfill__SCN_DUST_PARTICULATE_CONTROL,waste_incineration_landfill,垃圾焚烧/填埋,SCN_DUST_PARTICULATE_CONTROL,环评/批复/排污许可/台账/现场证据直接确认存在：垃圾焚烧/填埋,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,环评处置工艺；烟气净化；渗滤液处理；飞灰危废去向；在线监测,焚烧炉/填埋作业区；烟气净化设施；渗滤液站；飞灰暂存；在线监测站房,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_waste_incineration_landfill__SCN_WW_PROCESS_AND_TREATMENT,waste_incineration_landfill,垃圾焚烧/填埋,SCN_WW_PROCESS_AND_TREATMENT,环评/批复/排污许可/台账/现场证据直接确认存在：垃圾焚烧/填埋,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,环评处置工艺；烟气净化；渗滤液处理；飞灰危废去向；在线监测,焚烧炉/填埋作业区；烟气净化设施；渗滤液站；飞灰暂存；在线监测站房,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_waste_incineration_landfill__SCN_HAZWASTE_STORAGE_TRANSFER,waste_incineration_landfill,垃圾焚烧/填埋,SCN_HAZWASTE_STORAGE_TRANSFER,环评/批复/排污许可/台账/现场证据直接确认存在：垃圾焚烧/填埋,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,环评处置工艺；烟气净化；渗滤液处理；飞灰危废去向；在线监测,焚烧炉/填埋作业区；烟气净化设施；渗滤液站；飞灰暂存；在线监测站房,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_waste_incineration_landfill__SCN_ONLINE_MONITORING_KEY_UNIT,waste_incineration_landfill,垃圾焚烧/填埋,SCN_ONLINE_MONITORING_KEY_UNIT,环评/批复/排污许可/台账/现场证据直接确认存在：垃圾焚烧/填埋,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,环评处置工艺；烟气净化；渗滤液处理；飞灰危废去向；在线监测,焚烧炉/填埋作业区；烟气净化设施；渗滤液站；飞灰暂存；在线监测站房,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
ACT11_waste_incineration_landfill__NEW_SCN_WASTE_DISPOSAL_CANDIDATE,waste_incineration_landfill,垃圾焚烧/填埋,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,环评/批复/排污许可/台账/现场证据直接确认存在：垃圾焚烧/填埋,DIRECT,EIA;APPROVAL;PERMIT;LEDGER;SITE,true,环评处置工艺；烟气净化；渗滤液处理；飞灰危废去向；在线监测,焚烧炉/填埋作业区；烟气净化设施；渗滤液站；飞灰暂存；在线监测站房,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
