rule_id,process_id,scenario_id,activation_condition,negative_condition,evidence_strength_required,evidence_chain,photo_points,score13_hint,open_question_refs,rule_effect,confidence,runtime_status,final_state,runtime_integration
RULE13_TAILINGS,tailings_storage,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿坝、回水池、渗滤液或排洪系统任一风险单元命中,无尾矿库;尾矿直接外运且无库区,DIRECT_OR_PERMIT_DOCUMENTED,尾矿库环评章节或安全评价文件;库区平面图和尾矿输送/回水工艺说明;回水、渗滤液处理和监测记录;尾矿库巡检、隐患整改和应急预案;外运处置合同和台账（如无库区）,尾矿坝和库区边界;排洪系统和回水池;渗滤液收集或处理设施;在线监测或巡检记录关键页;下游敏感方向和应急物资,S13;S10;S04,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE13_WASTE_DISPOSAL,waste_incineration_landfill,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋、烟气净化、渗滤液或飞灰暂存证据命中,仅转运站且无焚烧填埋处置,DIRECT_OR_PERMIT_DOCUMENTED,环评处置工艺和排污许可副本;烟气净化设施运行记录;渗滤液处理站运行和监测记录;飞灰危废去向、合同和转移联单;在线监测联网、运维和异常记录,焚烧炉或填埋作业区;烟气净化设施和排气筒;渗滤液处理站;飞灰暂存间和标签;在线监测站房和数据记录关键页,S10;S06;S07;S13,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_NOISE_INDUSTRIAL_BOUNDARY,industrial_noise_source,SCN_NOISE_SOURCE_BOUNDARY_CONTROL,生产设备、动力设备或环评/许可噪声要求命中,仅办公;无固定噪声源;设备停用,DIRECT_OR_PERMIT_DOCUMENTED,环评噪声章节或排污许可工业噪声要求;主要噪声源设备清单和厂区平面布置图;厂界噪声监测报告或自行监测记录;隔声减振消声设施运行/维护记录;投诉、整改或夜间生产证明材料,主要高噪声设备及铭牌;隔声罩、减振基础、消声器或厂房封闭措施;厂界监测点位和周边敏感点方向;夜间生产或异常噪声源现场;噪声监测报告关键页,S10;S04;S02,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_NOISE_BOUNDARY_MONITORING,boundary_noise_monitoring,SCN_NOISE_BOUNDARY_MONITORING_LEDGER,排污许可、环评或自行监测方案要求厂界噪声监测,无厂界监测要求;社会生活噪声另行判断,DIRECT_OR_PERMIT_DOCUMENTED,自行监测方案;厂界噪声监测报告;监测点位图;执行标准和功能区类别说明;超标整改或异常说明,厂界监测点位;厂界四至和敏感方向;监测报告关键页;监测点位示意图;噪声治理设施运行记录关键页,S10;S02,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_NOISE_NIGHT_SENSITIVE,night_operation_sensitive_receptor,SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION,夜间生产、敏感点、投诉或夜间监测记录命中,无夜间生产;远离敏感点;无投诉,DIRECT_OR_PERMIT_DOCUMENTED,生产班次或夜间运行记录;敏感点位置图或环评敏感目标章节;投诉/整改记录;夜间厂界噪声监测报告;隔声屏障、封闭厂房或限时运行措施证明,厂界到敏感点方向;夜间运行设备或连续运行设施;隔声屏障、封闭厂房或门窗隔声措施;投诉整改记录关键页;平面图中敏感方向标注,S10;S04;S11,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_NOISE_SOCIAL_LIFE,social_life_noise_source,SCN_SOCIAL_LIFE_NOISE_SOURCE,经营活动、扩声、外机、装卸或投诉记录命中,无经营噪声源;设备拆除;无夜间经营,DIRECT_OR_PERMIT_DOCUMENTED,经营场所平面布置和设备清单;噪声投诉或整改记录;社会生活噪声监测记录;降噪设施和运行时段证明,扩声设备、外机、冷却塔或装卸区;降噪屏障、隔声门窗或消声设施;场界与周边敏感点方向;投诉整改台账关键页,S10;S04;S11,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_RADIATION_DEVICE,radiation_device_source,SCN_RADIATION_DEVICE_SOURCE_SAFETY,辐射安全许可证、射线装置或核技术利用事实命中,无射线装置;全部外协;设备拆除或许可注销,DIRECT_OR_PERMIT_DOCUMENTED,辐射安全许可证或放射诊疗许可证;射线装置/核技术利用设备台账;年度评估、防护检测或验收监测报告;人员培训、个人剂量、职业健康记录;机房屏蔽、防护门、警示标识和控制区划分资料,射线装置或机房入口警示标识;设备铭牌和控制台;防护门、联锁、警示灯和控制区/监督区标识;个人剂量计、培训或检测报告关键页,S12;S09;S02,OQ-RADIATION-NOISE-V1-8,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_RADIOACTIVE_SOURCE,sealed_radioactive_source,SCN_RADIOACTIVE_SOURCE_SECURITY,放射源、源库、含源仪表或废放射源事实命中,无放射源;历史源已送贮/退役并闭环,DIRECT_OR_PERMIT_DOCUMENTED,辐射安全许可证及放射源明细;放射源台账、盘点记录和领用归还记录;安防设施、应急预案和演练记录;废放射源送贮/转让/退役证明,源库或含源设备警示标识;源库门禁、监控、双人双锁或防盗设施;放射源台账关键页;废旧源送贮或退役证明关键页,S12;S13;S02,OQ-RADIATION-NOISE-V1-8,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_RADIOACTIVE_WASTE,radioactive_waste_storage,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL,放射性废物、废物库、废物包、固化体或处置活动命中,无放射性废物;仅一般危废或医废,DIRECT_OR_PERMIT_DOCUMENTED,放射性废物台账和分类记录;废物包/容器/固化体检测或鉴定资料;废物库许可、运行管理记录和监测记录;转移、送贮、处置或退役证明;场址或库区辐射监测资料,放射性废物库外部和警示标识;废物包/容器标签和暂存区域;监测设备或监测记录关键页;转移/送贮/处置证明关键页,S12;S07;S02;S13,OQ-RADIATION-NOISE-V1-8,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_RAD_WASTE_PACKAGE,radioactive_waste_package_container,SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER,废物包、固化体、高完整性容器或包装鉴定资料命中,普通危废包装;医废周转箱;无放射性包装,DIRECT_OR_PERMIT_DOCUMENTED,废物包编号和包装记录;固化体性能检测/鉴定资料;容器合格证明;核素/活度记录;交接单和暂存分区台账,废物包外观与标签;容器铭牌或合格证关键页;包装作业记录关键页;检测报告关键页;暂存分区标识,S12;S07;S02,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_RAD_WASTE_DISPOSAL,radioactive_waste_disposal_facility,SCN_RAD_WASTE_DISPOSAL_FACILITY,近地表处置、岩洞处置、废放射源处置设施资料命中,普通填埋场;危废填埋;无放射性处置,DIRECT_OR_PERMIT_DOCUMENTED,处置许可证;选址/设计/建造文件;环境影响报告书;接收和处置台账;监测井/环境监测记录,处置设施边界标识;接收或暂存区;监测井或监测点;排水/渗漏控制设施;运行台账关键页,S12;S13;S02,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_RADIOACTIVE_TRANSPORT,radioactive_material_transport,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,放射性物品运输、运输容器或运输许可事实命中,不运输放射性物品;仅普通货物或危化品,DIRECT_OR_PERMIT_DOCUMENTED,放射性物品运输许可或备案资料;运输容器合格证明、设计/检验资料;运输交接、托运、承运记录;车辆、人员培训和应急资料,运输容器外观、标识和编号;车辆、栓系/提升装置和警示标识;运输许可或交接记录关键页;应急物资和运输方案关键页,S12;S13;S02,OQ-RADIATION-NOISE-V1-8,CANDIDATE_SCENARIO_ACTIVATION_ONLY,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_NORM_RESIDUE,norm_industrial_residue_radioactivity,SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,铀钍矿冶、含天然放射性物料、工业废渣建材利用或场址残留命中,无相关物料;普通一般固废;无废渣利用,DIRECT_OR_PERMIT_DOCUMENTED,原料/废渣成分和放射性检测报告;工业废渣利用、外售或处置去向证明;矿冶废物管理资料和场址监测记录;建材产品放射性控制资料,工业废渣堆场、贮存点或建材原料区;放射性检测报告关键页;废渣外售/利用合同或台账关键页;场址土壤调查或监测点位,S12;S07;S10;S04,OQ-RADIATION-NOISE-V1-8,CANDIDATE_SCENARIO_ACTIVATION_ONLY,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_URANIUM_THORIUM_WASTE,uranium_thorium_mining_rad_waste,SCN_URANIUM_THORIUM_MINING_RAD_WASTE,铀钍矿冶、放射性金属矿或矿冶放射性废物资料命中,普通有色矿;普通稀土矿;无铀钍事实,DIRECT_OR_PERMIT_DOCUMENTED,采选/矿冶环评和批复;放射性废物管理方案;尾矿库/废石场资料;辐射环境监测报告;废物去向和应急资料,矿冶废物暂存或尾矿设施;监测点位和警示标识;渗滤液或废水处理设施;监测报告关键页,S12;S10;S04;S13,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_NUCLEAR_FUEL_DECOM,nuclear_fuel_effluent_decommissioning,SCN_NUCLEAR_FUEL_EFFLUENT_DECOMMISSIONING,核燃料循环、放射性流出物或核设施退役资料命中,普通燃料加工;普通化工退役;无核设施,DIRECT_OR_PERMIT_DOCUMENTED,核设施/核燃料加工许可或环评;放射性流出物监测报告;退役方案和监管批复;场址调查/土壤检测资料;排放和监测台账,排放/监测点标识;监测报告关键页;退役区域边界;土壤采样或监测布点图;台账关键页,S12;S10;S04;S02,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,HIGH,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
RULE18_BUILDING_SLAG_RAD,building_material_slag_radionuclide,SCN_BUILDING_MATERIAL_SLAG_RADIONUCLIDE,建材使用工业废渣且存在放射性检测或限制要求,普通建材行业无废渣原料证据;无检测要求,DIRECT_OR_PERMIT_DOCUMENTED,原料来源和工业废渣成分证明;原料/产品放射性检测报告;配料和批次台账;供应商证明和产品去向,工业废渣原料堆场;原料标签或来源单据;检测报告关键页;配料记录;成品批次标识,S12;S07;S02,,CANDIDATE_SCENARIO_ACTIVATION_ONLY,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
