overlay_id,review_item_id,link_id,decision,human_review_label,overlay_status,runtime_effect,reviewer,reviewed_at,review_notes,source_basis,final_state,runtime_status,runtime_integration,candidate_only
PSL-RVO86::PSL-V8_6-00338,RVQ86::PSL-V8_6-00338,PSL-V8_6-00338,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00369,RVQ86::PSL-V8_6-00369,PSL-V8_6-00369,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00385,RVQ86::PSL-V8_6-00385,PSL-V8_6-00385,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00386,RVQ86::PSL-V8_6-00386,PSL-V8_6-00386,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00402,RVQ86::PSL-V8_6-00402,PSL-V8_6-00402,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00428,RVQ86::PSL-V8_6-00428,PSL-V8_6-00428,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00438,RVQ86::PSL-V8_6-00438,PSL-V8_6-00438,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00444,RVQ86::PSL-V8_6-00444,PSL-V8_6-00444,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00450,RVQ86::PSL-V8_6-00450,PSL-V8_6-00450,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00516,RVQ86::PSL-V8_6-00516,PSL-V8_6-00516,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00522,RVQ86::PSL-V8_6-00522,PSL-V8_6-00522,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00584,RVQ86::PSL-V8_6-00584,PSL-V8_6-00584,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00590,RVQ86::PSL-V8_6-00590,PSL-V8_6-00590,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00638,RVQ86::PSL-V8_6-00638,PSL-V8_6-00638,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00772,RVQ86::PSL-V8_6-00772,PSL-V8_6-00772,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00782,RVQ86::PSL-V8_6-00782,PSL-V8_6-00782,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00787,RVQ86::PSL-V8_6-00787,PSL-V8_6-00787,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00840,RVQ86::PSL-V8_6-00840,PSL-V8_6-00840,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00841,RVQ86::PSL-V8_6-00841,PSL-V8_6-00841,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00842,RVQ86::PSL-V8_6-00842,PSL-V8_6-00842,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00843,RVQ86::PSL-V8_6-00843,PSL-V8_6-00843,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00845,RVQ86::PSL-V8_6-00845,PSL-V8_6-00845,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00846,RVQ86::PSL-V8_6-00846,PSL-V8_6-00846,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00848,RVQ86::PSL-V8_6-00848,PSL-V8_6-00848,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00849,RVQ86::PSL-V8_6-00849,PSL-V8_6-00849,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00850,RVQ86::PSL-V8_6-00850,PSL-V8_6-00850,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00852,RVQ86::PSL-V8_6-00852,PSL-V8_6-00852,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00853,RVQ86::PSL-V8_6-00853,PSL-V8_6-00853,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00854,RVQ86::PSL-V8_6-00854,PSL-V8_6-00854,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00856,RVQ86::PSL-V8_6-00856,PSL-V8_6-00856,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00857,RVQ86::PSL-V8_6-00857,PSL-V8_6-00857,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00859,RVQ86::PSL-V8_6-00859,PSL-V8_6-00859,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00860,RVQ86::PSL-V8_6-00860,PSL-V8_6-00860,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00862,RVQ86::PSL-V8_6-00862,PSL-V8_6-00862,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00863,RVQ86::PSL-V8_6-00863,PSL-V8_6-00863,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00865,RVQ86::PSL-V8_6-00865,PSL-V8_6-00865,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00866,RVQ86::PSL-V8_6-00866,PSL-V8_6-00866,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00868,RVQ86::PSL-V8_6-00868,PSL-V8_6-00868,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00869,RVQ86::PSL-V8_6-00869,PSL-V8_6-00869,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00870,RVQ86::PSL-V8_6-00870,PSL-V8_6-00870,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00872,RVQ86::PSL-V8_6-00872,PSL-V8_6-00872,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00873,RVQ86::PSL-V8_6-00873,PSL-V8_6-00873,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00874,RVQ86::PSL-V8_6-00874,PSL-V8_6-00874,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00876,RVQ86::PSL-V8_6-00876,PSL-V8_6-00876,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00877,RVQ86::PSL-V8_6-00877,PSL-V8_6-00877,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00879,RVQ86::PSL-V8_6-00879,PSL-V8_6-00879,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00880,RVQ86::PSL-V8_6-00880,PSL-V8_6-00880,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00882,RVQ86::PSL-V8_6-00882,PSL-V8_6-00882,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00883,RVQ86::PSL-V8_6-00883,PSL-V8_6-00883,REJECT,REJECT_CANDIDATE,BLOCKS_RUNTIME,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00885,RVQ86::PSL-V8_6-00885,PSL-V8_6-00885,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00886,RVQ86::PSL-V8_6-00886,PSL-V8_6-00886,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00888,RVQ86::PSL-V8_6-00888,PSL-V8_6-00888,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
